LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-04,Apr-19,PC,Percentage,0,Units,,,5.6,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-05,May-19,PC,Percentage,0,Units,,,5.7,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-06,Jun-19,PC,Percentage,0,Units,,,5.7,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-07,Jul-19,PC,Percentage,0,Units,,,5.6,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-08,Aug-19,PC,Percentage,0,Units,,,5.6,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-09,Sep-19,PC,Percentage,0,Units,,,5.5,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-10,Oct-19,PC,Percentage,0,Units,,,5.5,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-11,Nov-19,PC,Percentage,0,Units,,,5.5,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-12,Dec-19,PC,Percentage,0,Units,,,5.4,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-01,Jan-20,PC,Percentage,0,Units,,,5.6,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-02,Feb-20,PC,Percentage,0,Units,,,5.7,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-03,Mar-20,PC,Percentage,0,Units,,,5.7,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-04,Apr-20,PC,Percentage,0,Units,,,6.5,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-05,May-20,PC,Percentage,0,Units,,,6.8,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-06,Jun-20,PC,Percentage,0,Units,,,6.7,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-07,Jul-20,PC,Percentage,0,Units,,,6.7,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-08,Aug-20,PC,Percentage,0,Units,,,6.7,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-09,Sep-20,PC,Percentage,0,Units,,,6.5,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-10,Oct-20,PC,Percentage,0,Units,,,6.7,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-11,Nov-20,PC,Percentage,0,Units,,,6.8,,
SVK,Slovak Republic,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-12,Dec-20,PC,Percentage,0,Units,,,6.8,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-01,Jan-19,PC,Percentage,0,Units,,,5.9,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-02,Feb-19,PC,Percentage,0,Units,,,5.9,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-03,Mar-19,PC,Percentage,0,Units,,,5.8,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-04,Apr-19,PC,Percentage,0,Units,,,5.8,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-05,May-19,PC,Percentage,0,Units,,,5.7,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-06,Jun-19,PC,Percentage,0,Units,,,5.8,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-07,Jul-19,PC,Percentage,0,Units,,,5.8,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-08,Aug-19,PC,Percentage,0,Units,,,5.8,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-09,Sep-19,PC,Percentage,0,Units,,,5.7,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-10,Oct-19,PC,Percentage,0,Units,,,5.7,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-11,Nov-19,PC,Percentage,0,Units,,,5.6,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-12,Dec-19,PC,Percentage,0,Units,,,5.6,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-01,Jan-20,PC,Percentage,0,Units,,,6,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-02,Feb-20,PC,Percentage,0,Units,,,6,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-03,Mar-20,PC,Percentage,0,Units,,,6,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-04,Apr-20,PC,Percentage,0,Units,,,6.6,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-05,May-20,PC,Percentage,0,Units,,,6.7,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-06,Jun-20,PC,Percentage,0,Units,,,6.8,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-07,Jul-20,PC,Percentage,0,Units,,,7.1,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-08,Aug-20,PC,Percentage,0,Units,,,7.2,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-09,Sep-20,PC,Percentage,0,Units,,,7,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-10,Oct-20,PC,Percentage,0,Units,,,7.1,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-11,Nov-20,PC,Percentage,0,Units,,,7.1,,
SVK,Slovak Republic,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-12,Dec-20,PC,Percentage,0,Units,,,7,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-01,Jan-19,PC,Percentage,0,Units,,,16.3,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-02,Feb-19,PC,Percentage,0,Units,,,16.2,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-03,Mar-19,PC,Percentage,0,Units,,,16.1,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-04,Apr-19,PC,Percentage,0,Units,,,16,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-05,May-19,PC,Percentage,0,Units,,,15.9,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-06,Jun-19,PC,Percentage,0,Units,,,16,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-07,Jul-19,PC,Percentage,0,Units,,,16.2,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-08,Aug-19,PC,Percentage,0,Units,,,16.3,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-09,Sep-19,PC,Percentage,0,Units,,,16.1,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-10,Oct-19,PC,Percentage,0,Units,,,15.8,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-11,Nov-19,PC,Percentage,0,Units,,,15.6,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-12,Dec-19,PC,Percentage,0,Units,,,15.5,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-01,Jan-20,PC,Percentage,0,Units,,,15.7,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-02,Feb-20,PC,Percentage,0,Units,,,15.5,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-03,Mar-20,PC,Percentage,0,Units,,,16,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-04,Apr-20,PC,Percentage,0,Units,,,16.5,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-05,May-20,PC,Percentage,0,Units,,,16.7,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-06,Jun-20,PC,Percentage,0,Units,,,17.6,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-07,Jul-20,PC,Percentage,0,Units,,,18.3,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-08,Aug-20,PC,Percentage,0,Units,,,18.9,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-09,Sep-20,PC,Percentage,0,Units,,,18.8,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-10,Oct-20,PC,Percentage,0,Units,,,18.5,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-11,Nov-20,PC,Percentage,0,Units,,,18.3,,
ESP,Spain,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-12,Dec-20,PC,Percentage,0,Units,,,18.4,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-01,Jan-19,PC,Percentage,0,Units,,,12.5,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-02,Feb-19,PC,Percentage,0,Units,,,12.5,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-03,Mar-19,PC,Percentage,0,Units,,,12.5,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-04,Apr-19,PC,Percentage,0,Units,,,12.6,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-05,May-19,PC,Percentage,0,Units,,,12.6,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-06,Jun-19,PC,Percentage,0,Units,,,12.6,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-07,Jul-19,PC,Percentage,0,Units,,,12.6,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-08,Aug-19,PC,Percentage,0,Units,,,12.5,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-09,Sep-19,PC,Percentage,0,Units,,,12.3,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-10,Oct-19,PC,Percentage,0,Units,,,12.3,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-11,Nov-19,PC,Percentage,0,Units,,,12.3,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-12,Dec-19,PC,Percentage,0,Units,,,12.2,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-01,Jan-20,PC,Percentage,0,Units,,,12.2,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-02,Feb-20,PC,Percentage,0,Units,,,11.9,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-03,Mar-20,PC,Percentage,0,Units,,,13.1,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-04,Apr-20,PC,Percentage,0,Units,,,14,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-05,May-20,PC,Percentage,0,Units,,,14.2,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-06,Jun-20,PC,Percentage,0,Units,,,14.6,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-07,Jul-20,PC,Percentage,0,Units,,,14.7,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-08,Aug-20,PC,Percentage,0,Units,,,14.8,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-09,Sep-20,PC,Percentage,0,Units,,,14.6,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-10,Oct-20,PC,Percentage,0,Units,,,14.3,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-11,Nov-20,PC,Percentage,0,Units,,,14.1,,
ESP,Spain,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-12,Dec-20,PC,Percentage,0,Units,,,14.2,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-01,Jan-19,PC,Percentage,0,Units,,,14.3,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-02,Feb-19,PC,Percentage,0,Units,,,14.2,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-03,Mar-19,PC,Percentage,0,Units,,,14.2,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-04,Apr-19,PC,Percentage,0,Units,,,14.2,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-05,May-19,PC,Percentage,0,Units,,,14.2,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-06,Jun-19,PC,Percentage,0,Units,,,14.2,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-07,Jul-19,PC,Percentage,0,Units,,,14.3,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-08,Aug-19,PC,Percentage,0,Units,,,14.3,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-09,Sep-19,PC,Percentage,0,Units,,,14.1,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-10,Oct-19,PC,Percentage,0,Units,,,14,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-11,Nov-19,PC,Percentage,0,Units,,,13.8,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-12,Dec-19,PC,Percentage,0,Units,,,13.7,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-01,Jan-20,PC,Percentage,0,Units,,,13.8,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-02,Feb-20,PC,Percentage,0,Units,,,13.6,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-03,Mar-20,PC,Percentage,0,Units,,,14.4,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-04,Apr-20,PC,Percentage,0,Units,,,15.2,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-05,May-20,PC,Percentage,0,Units,,,15.3,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-06,Jun-20,PC,Percentage,0,Units,,,16,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-07,Jul-20,PC,Percentage,0,Units,,,16.4,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-08,Aug-20,PC,Percentage,0,Units,,,16.7,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-09,Sep-20,PC,Percentage,0,Units,,,16.6,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-10,Oct-20,PC,Percentage,0,Units,,,16.3,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-11,Nov-20,PC,Percentage,0,Units,,,16.1,,
ESP,Spain,LRHUTTTT,"Unemployment rate (monthly), Total, All persons",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-12,Dec-20,PC,Percentage,0,Units,,,16.2,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-01,Jan-19,PC,Percentage,0,Units,,,6.6,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-02,Feb-19,PC,Percentage,0,Units,,,6.7,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-03,Mar-19,PC,Percentage,0,Units,,,7.4,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-04,Apr-19,PC,Percentage,0,Units,,,6.8,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-05,May-19,PC,Percentage,0,Units,,,6.6,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-06,Jun-19,PC,Percentage,0,Units,,,6.4,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-07,Jul-19,PC,Percentage,0,Units,,,7.3,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-08,Aug-19,PC,Percentage,0,Units,,,7.3,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-09,Sep-19,PC,Percentage,0,Units,,,6.7,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-10,Oct-19,PC,Percentage,0,Units,,,6.9,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-11,Nov-19,PC,Percentage,0,Units,,,7.6,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-12,Dec-19,PC,Percentage,0,Units,,,6.6,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-01,Jan-20,PC,Percentage,0,Units,,,6.8,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-02,Feb-20,PC,Percentage,0,Units,,,8,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-03,Mar-20,PC,Percentage,0,Units,,,6.8,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-04,Apr-20,PC,Percentage,0,Units,,,7.5,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-05,May-20,PC,Percentage,0,Units,,,8.8,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-06,Jun-20,PC,Percentage,0,Units,,,9,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-07,Jul-20,PC,Percentage,0,Units,,,8.8,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-08,Aug-20,PC,Percentage,0,Units,,,9.6,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-09,Sep-20,PC,Percentage,0,Units,,,8.4,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-10,Oct-20,PC,Percentage,0,Units,,,8.6,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-11,Nov-20,PC,Percentage,0,Units,,,8.3,,
SWE,Sweden,LRHUTTFE,"Unemployment rate (monthly), Total, Females",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2020-12,Dec-20,PC,Percentage,0,Units,,,9,,
SWE,Sweden,LRHUTTMA,"Unemployment rate (monthly), Total, Males",STSA,"Level, rate or quantity series, s.a.",M,Monthly,2019-01,Jan-19,PC,Percentage,0,Units,,,5.8,,
